ICD10,System,Description
S75,Injury,hip and thigh
S76,Injury,hip and thigh
S77,Injury,hip and thigh
S78,Injury,hip and thigh
S79,Injury,hip and thigh
S80,Injury,knee and lower leg
S81,Injury,knee and lower leg
S82,Injury,knee and lower leg
S83,Injury,knee and lower leg
S84,Injury,knee and lower leg
S85,Injury,knee and lower leg
S86,Injury,knee and lower leg
S87,Injury,knee and lower leg
S88,Injury,knee and lower leg
S89,Injury,knee and lower leg
S90,Injury,ankle and foot
S91,Injury,ankle and foot
S92,Injury,ankle and foot
S93,Injury,ankle and foot
S94,Injury,ankle and foot
S95,Injury,ankle and foot
S96,Injury,ankle and foot
S97,Injury,ankle and foot
S98,Injury,ankle and foot
S99,Injury,ankle and foot
T00,Injury,involving multiple body regions
T01,Injury,involving multiple body regions
T02,Injury,involving multiple body regions
T03,Injury,involving multiple body regions
T04,Injury,involving multiple body regions
T05,Injury,involving multiple body regions
T06,Injury,involving multiple body regions
T07,Injury,involving multiple body regions
T08,Injury,"unspecified parts of trunk, limb or body region"
T09,Injury,"unspecified parts of trunk, limb or body region"
T10,Injury,"unspecified parts of trunk, limb or body region"
T11,Injury,"unspecified parts of trunk, limb or body region"
T12,Injury,"unspecified parts of trunk, limb or body region"
T13,Injury,"unspecified parts of trunk, limb or body region"
T14,Injury,"unspecified parts of trunk, limb or body region"
T15,Poisoning and certain other consequences of external causes,Effects of foreign body entering through natural orifice
T16,Poisoning and certain other consequences of external causes,Effects of foreign body entering through natural orifice
T17,Poisoning and certain other consequences of external causes,Effects of foreign body entering through natural orifice
T18,Poisoning and certain other consequences of external causes,Effects of foreign body entering through natural orifice
T19,Poisoning and certain other consequences of external causes,Effects of foreign body entering through natural orifice
T20,Poisoning and certain other consequences of external causes,Burns and corrosions
T21,Poisoning and certain other consequences of external causes,Burns and corrosions
T22,Poisoning and certain other consequences of external causes,Burns and corrosions
T23,Poisoning and certain other consequences of external causes,Burns and corrosions
T24,Poisoning and certain other consequences of external causes,Burns and corrosions
T25,Poisoning and certain other consequences of external causes,Burns and corrosions
T26,Poisoning and certain other consequences of external causes,Burns and corrosions
T27,Poisoning and certain other consequences of external causes,Burns and corrosions
T28,Poisoning and certain other consequences of external causes,Burns and corrosions
T29,Poisoning and certain other consequences of external causes,Burns and corrosions
T30,Poisoning and certain other consequences of external causes,Burns and corrosions
T31,Poisoning and certain other consequences of external causes,Burns and corrosions
T32,Poisoning and certain other consequences of external causes,Burns and corrosions
T33,Poisoning and certain other consequences of external causes,Frostbite
T34,Poisoning and certain other consequences of external causes,Frostbite
T35,Poisoning and certain other consequences of external causes,Frostbite
T36,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T37,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T38,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T39,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T40,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T41,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T42,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T43,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T44,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T45,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T46,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T47,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T48,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T49,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T50,Poisoning and certain other consequences of external causes,"Poisoning by drugs, medicaments and biological substances"
T51,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T52,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T53,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T54,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T55,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T56,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T57,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T58,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T59,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T60,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T61,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T62,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T63,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T64,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T65,Poisoning and certain other consequences of external causes,Toxic effects of substances chiefly nonmedicinal as to source
T66,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T67,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T68,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T69,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T70,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T71,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T72,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T73,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T74,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T75,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T76,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T77,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T78,Poisoning and certain other consequences of external causes,Other and unspecified effects of external causes
T79,Poisoning and certain other consequences of external causes,Certain early complications of trauma
T80,Poisoning and certain other consequences of external causes,"Complications of surgical and medical care, not elsewhere classified"
